Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,Ant_date_ymd 2019-08-27,BM_Calc_tha 2019-08-27,BM_M_gPlot 2019-08-27,GFP_calc_day 2019-08-27,GMoi_E_pct 2019-08-27,GYPR_Calc_gm2day 2019-08-27,GY_Calc_tha 2019-08-27,GY_M_gPlot 2019-08-27,HI_Calc_pct 2019-08-27,Mat_date_ymd 2019-08-27,PH_M_cm 2019-08-27,SN_Calc_Spksm2 2019-08-27,SpkGW_M_g 2019-08-27,StrawYld_E_tha 2019-08-27
285,2018-10-08,2019-08-27,1.5,4.0,7,15,1,1,PW352-23-1-9-Q1A-MATU-W,2019-06-07T00:00:00,,70.3,45.0,16.5083135391924,18.2329455734523,8.20482550805351,,,2019-07-22T00:00:00,122.5,,,
316,2018-10-08,2019-08-27,1.5,4.0,8,1,1,1,PW141-80-3-21-Q5A-MATU-P,2019-06-07T00:00:00,,75.7,45.0,10.4142011834319,21.0919963300483,9.49139834852174,,,2019-07-22T00:00:00,107.0,,,
317,2018-10-08,2019-08-27,1.5,4.0,8,2,1,1,PW352-3-7-21-Q2D-MATU-W,2019-06-07T00:00:00,,75.9,48.0,10.6007067137809,17.278838574877,8.29384251594094,,,2019-07-25T00:00:00,114.5,,,
318,2018-10-08,2019-08-27,1.5,4.0,8,3,1,1,PW352-3-7-3-Q2D-MATU-W,2019-06-07T00:00:00,,75.4,49.0,10.4513064133017,16.8825528809395,8.27245091166035,,,2019-07-26T00:00:00,117.25,,,
319,2018-10-08,2019-08-27,1.5,4.0,8,4,1,1,PW729-36-4-7-Q2B-MILDS-P,2019-06-03T00:00:00,,75.8,57.0,10.4018912529551,14.9253605234926,8.5074554983908,,,2019-07-30T00:00:00,105.25,,,
320,2018-10-08,2019-08-27,1.5,4.0,8,5,1,1,PW468-12-4-19-Q1A-LODG-W,2019-06-04T00:00:00,,74.1,48.0,11.9952494061758,16.251465031364,7.80070321505472,,,2019-07-22T00:00:00,115.75,,,
321,2018-10-08,2019-08-27,1.5,4.0,8,6,1,1,PW292-69-4-6-Q6B-DTAD-W,2019-06-07T00:00:00,,76.3,53.0,9.59715639810428,16.6592914437038,8.82942446516301,,,2019-07-30T00:00:00,110.5,,,
322,2018-10-08,2019-08-27,1.5,4.0,8,7,1,1,PW292-22-9-19-Q3A-COMSTR-P,2019-06-05T00:00:00,17.4122967318605,74.9,50.0,9.75903614457831,15.7041716714313,7.85208583571566,172.2,45.0950610171267,2019-07-25T00:00:00,108.25,455.986401609504,1.722,9.56021089614487
323,2018-10-08,2019-08-27,1.5,4.0,8,8,1,1,PW468-77-3-20-Q7B-AGDM-P,2019-06-07T00:00:00,18.5496134609978,74.6,53.0,9.90338164251208,14.2985808649671,7.57824785843254,159.6,40.853939487022,2019-07-30T00:00:00,135.25,474.827560052164,1.596,10.9713656025653
324,2018-10-08,2019-08-27,1.5,4.0,8,9,1,1,DFW SEL 0057,2019-06-07T00:00:00,14.5868911848152,76.4,45.0,9.47867298578199,16.8803416477942,7.59615374150739,133.5,52.0752067405211,2019-07-22T00:00:00,77.5,569.000280262726,1.335,6.99073744330785
325,2018-10-08,2019-08-27,1.5,4.0,8,10,1,1,PxW141-7-14-49-18,2019-06-07T00:00:00,,76.6,53.0,9.56316410861867,17.2745882834047,9.15553179020447,,,2019-07-30T00:00:00,111.5,,,
326,2018-10-08,2019-08-27,1.5,4.0,8,11,1,1,PW729-36-6-22-Q-2BMILDS-P,2019-06-07T00:00:00,,69.8,45.0,17.0035671819263,17.4519794873246,7.85339076929606,,,2019-07-22T00:00:00,122.25,,,
327,2018-10-08,2019-08-27,1.5,4.0,8,12,1,1,DFW SEL 0050,2019-06-07T00:00:00,,57.2,48.0,29.1201982651797,18.6560468431271,8.95490248470098,,,2019-07-25T00:00:00,86.25,,,
328,2018-10-08,2019-08-27,1.5,4.0,8,13,1,1,PW468-84-4-2-Q5A-NDRE-W,2019-06-03T00:00:00,,70.3,49.0,17.2941176470588,16.7840670369122,8.22419284808698,,,2019-07-22T00:00:00,110.0,,,
329,2018-10-08,2019-08-27,1.5,4.0,8,14,1,1,PW729-55-3-15-Q6B-AGDM-P,2019-06-07T00:00:00,18.0577036331711,70.0,53.0,16.7657550535077,15.8926193201989,8.42308823970539,178.4,46.6454008262302,2019-07-30T00:00:00,113.25,472.146201777208,1.784,9.63461539346571
330,2018-10-08,2019-08-27,1.5,4.0,8,15,1,1,PW034-12-13-21-Q1A-HT-W,2019-06-07T00:00:00,,73.0,48.0,14.1176470588235,17.9232654909551,8.60316743565845,,,2019-07-25T00:00:00,121.5,,,
361,2018-10-08,2019-08-27,1.5,4.0,9,1,1,1,PW352-3-7-6-Q2D-MATU-W,2019-06-17T00:00:00,,75.8,43.0,10.6132075471698,18.3415015903742,7.88684568386091,,,2019-07-30T00:00:00,108.25,,,
362,2018-10-08,2019-08-27,1.5,4.0,9,2,1,1,DHF1-196,2019-06-07T00:00:00,,75.9,53.0,10.4952830188679,13.7658738805061,7.29591315666821,,,2019-07-30T00:00:00,92.25,,,
363,2018-10-08,2019-08-27,1.5,4.0,9,3,1,1,DHF1-20,2019-05-28T00:00:00,,74.6,58.0,11.1904761904762,11.4908969423696,6.66472022657437,,,2019-07-25T00:00:00,85.25,,,
364,2018-10-08,2019-08-27,1.5,4.0,9,4,1,1,PW352-26-4-20-Q2A-GFR-P,2019-06-14T00:00:00,17.9326142495685,75.8,46.0,10.7184923439341,17.1836998856234,7.90450194738677,184.1,44.0789158645788,2019-07-30T00:00:00,114.75,429.359149776576,1.841,10.0281123021817
365,2018-10-08,2019-08-27,1.5,4.0,9,5,1,1,PW292-67-1-1-Q3B-MATU-W,2019-06-07T00:00:00,,76.0,42.0,9.84578884934757,21.2857243980011,8.94000424716046,,,2019-07-19T00:00:00,112.5,,,
366,2018-10-08,2019-08-27,1.5,4.0,9,6,1,1,PW468-21-2-14-Q2D-DTAD-P,2019-06-07T00:00:00,,76.1,48.0,9.61995249406177,14.9259660297918,7.16446369430007,,,2019-07-25T00:00:00,112.5,,,
367,2018-10-08,2019-08-27,1.5,4.0,9,7,1,1,PW141-21-3-11-Q2A-GFP-P,2019-06-07T00:00:00,,76.7,53.0,9.55188679245282,15.7248587290137,8.33417512637728,,,2019-07-30T00:00:00,107.75,,,
368,2018-10-08,2019-08-27,1.5,4.0,9,8,1,1,DFW SEL 0052,2019-06-07T00:00:00,,76.3,48.0,9.70414201183432,18.1976037214392,8.73484978629082,,,2019-07-25T00:00:00,85.5,,,
369,2018-10-08,2019-08-27,1.5,4.0,9,9,1,1,PxW141-7-16-89-04,2019-06-07T00:00:00,,76.9,45.0,9.42285041224971,17.6461470005726,7.94076615025765,,,2019-07-22T00:00:00,103.5,,,
370,2018-10-08,2019-08-27,1.5,4.0,9,10,1,1,PW141-58-7-7-Q7D-AGDM-W,2019-06-07T00:00:00,18.3075360598977,76.0,53.0,9.41597139451729,15.5959822931935,8.26587061539254,187.4,45.1500987808991,2019-07-30T00:00:00,108.25,441.081676381672,1.874,10.0416654445052
371,2018-10-08,2019-08-27,1.5,4.0,9,11,1,1,PW352-5-1-16-Q1B-GRYLD-W,2019-06-07T00:00:00,16.8501930090684,70.1,48.0,16.6468489892985,16.684484567911,8.00855259259727,193.8,47.5279576221307,2019-07-25T00:00:00,105.5,413.238007873956,1.938,8.84164041647117
372,2018-10-08,2019-08-27,1.5,4.0,9,12,1,1,PW292-25-6-3-Q2A-MATU-W,2019-06-07T00:00:00,,67.6,53.0,16.7487684729064,17.8230711708729,9.44622772056265,,,2019-07-30T00:00:00,109.0,,,
373,2018-10-08,2019-08-27,1.5,4.0,9,13,1,1,PW352-26-5-10-Q2A-DTMA-W,2019-06-07T00:00:00,,70.0,53.0,17.4528301886792,16.0761683495929,8.52036922528425,,,2019-07-30T00:00:00,112.0,,,
374,2018-10-08,2019-08-27,1.5,4.0,9,14,1,1,PW292-9-5-14-Q4B-GFPTT-P,2019-06-07T00:00:00,16.6042951997224,67.9,48.0,17.1951219512195,16.0427716741492,7.70053040359161,181.5,46.3767375306623,2019-07-25T00:00:00,107.25,424.271647580805,1.815,8.90376479613077
375,2018-10-08,2019-08-27,1.5,4.0,9,15,1,1,Paragon,2019-06-07T00:00:00,,72.5,42.0,14.7058823529412,20.1275799497373,8.45358357888968,,,2019-07-19T00:00:00,107.25,,,
406,2018-10-08,2019-08-27,1.5,4.0,10,1,1,1,DFW SEL 0081,2019-06-03T00:00:00,,76.0,52.0,10.4829210836278,13.115410107234,6.82001325576166,,,2019-07-25T00:00:00,82.0,,,
407,2018-10-08,2019-08-27,1.5,4.0,10,2,1,1,PW352-26-2-10-Q5D-MATU-P,2019-06-14T00:00:00,,74.6,46.0,11.4014251781473,14.6638805411538,6.74538504893074,,,2019-07-30T00:00:00,133.25,,,
408,2018-10-08,2019-08-27,1.5,4.0,10,3,1,1,PxW141-7-14-56-22,2019-06-07T00:00:00,,74.7,48.0,10.752688172043,17.7276669985986,8.50928015932731,,,2019-07-25T00:00:00,106.0,,,
409,2018-10-08,2019-08-27,1.5,4.0,10,4,1,1,PxW141-7-11-05-09,2019-06-07T00:00:00,,75.8,45.0,10.2958579881657,19.6445554428188,8.84004994926845,,,2019-07-22T00:00:00,102.5,,,
410,2018-10-08,2019-08-27,1.5,4.0,10,5,1,1,DHF1-191UT,2019-06-07T00:00:00,,76.2,53.0,9.50118764845606,13.5020099227693,7.15606525906773,,,2019-07-30T00:00:00,126.75,,,
411,2018-10-08,2019-08-27,1.5,4.0,10,6,1,1,PW729-36-4-19-Q2B-MILDS-W,2019-06-07T00:00:00,,76.2,53.0,9.6085409252669,16.2006481123594,8.58634349955048,,,2019-07-30T00:00:00,105.75,,,
412,2018-10-08,2019-08-27,1.5,4.0,10,7,1,1,DHF1-192UT,2019-06-07T00:00:00,,76.4,48.0,9.69267139479904,14.983082846859,7.19187976649234,,,2019-07-25T00:00:00,113.5,,,
413,2018-10-08,2019-08-27,1.5,4.0,10,8,1,1,PW468-12-2-2-Q1A-MATU-P,2019-06-07T00:00:00,,76.0,53.0,10.0591715976331,17.2065662596991,9.11948011764051,,,2019-07-30T00:00:00,117.75,,,
414,2018-10-08,2019-08-27,1.5,4.0,10,9,1,1,DHF1-195,2019-06-07T00:00:00,,75.9,53.0,9.53516090584029,12.2113049770731,6.47199163784875,,,2019-07-30T00:00:00,120.25,,,
415,2018-10-08,2019-08-27,1.5,4.0,10,10,1,1,PW292-9-5-18-Q4B-GFPTT-P,2019-06-07T00:00:00,17.6970204067852,76.8,48.0,9.54063604240284,16.6602350758984,7.99691283643122,189.5,45.1879053796261,2019-07-25T00:00:00,107.25,422.000677384233,1.895,9.70010757035399
416,2018-10-08,2019-08-27,1.5,4.0,10,11,1,1,Paragon,2019-06-07T00:00:00,,74.0,45.0,15.4285714285714,18.0667632075958,8.13004344341811,,,2019-07-22T00:00:00,104.5,,,
417,2018-10-08,2019-08-27,1.5,4.0,10,12,1,1,PW352-5-1-10-Q1B-GRYLD-P,2019-06-07T00:00:00,17.1482393669867,70.3,48.0,16.109785202864,17.1658043761157,8.23958610053555,206.4,48.0491665890679,2019-07-25T00:00:00,107.0,399.204752932924,2.064,8.90865326645114
418,2018-10-08,2019-08-27,1.5,4.0,10,13,1,1,PW141-31-2-15-Q3B-MATU-P,2019-06-07T00:00:00,,70.9,42.0,15.8956109134045,19.6786583581954,8.26503651044207,,,2019-07-19T00:00:00,107.5,,,
419,2018-10-08,2019-08-27,1.5,4.0,10,14,1,1,PW352-23-4-6-Q1A-NDVI-W,2019-06-07T00:00:00,17.9737838461368,70.2,53.0,17.4117647058823,15.8183457215632,8.38372323242849,182.5,46.6441752287482,2019-07-30T00:00:00,114.0,459.382094927589,1.825,9.59006061370834
420,2018-10-08,2019-08-27,1.5,4.0,10,15,1,1,PW141-58-7-10-Q7D-AGDM-W,2019-06-07T00:00:00,16.4308655803171,70.3,53.0,14.993954050786,14.6271944794974,7.75241307413362,189.7,47.1820126349301,2019-07-30T00:00:00,108.25,408.667004435088,1.897,8.67845250618353
451,2018-10-08,2019-08-27,1.5,4.0,11,1,1,1,DHF1-355,2019-06-07T00:00:00,,75.4,53.0,11.0849056603773,12.0395382998726,6.38095529893247,,,2019-07-30T00:00:00,87.25,,,
452,2018-10-08,2019-08-27,1.5,4.0,11,2,1,1,PW141-21-3-4-Q2A-GFP-W,2019-06-07T00:00:00,,75.7,48.0,10.6257378984652,19.150440856429,9.19221161108592,,,2019-07-25T00:00:00,107.25,,,
453,2018-10-08,2019-08-27,1.5,4.0,11,3,1,1,PW352-23-1-7-Q1A-MATU-P,2019-06-07T00:00:00,,76.0,53.0,10.377358490566,15.7854881489308,8.36630871893335,,,2019-07-30T00:00:00,112.25,,,
454,2018-10-08,2019-08-27,1.5,4.0,11,4,1,1,PxW141-7-10-74-23,2019-06-07T00:00:00,,75.8,48.0,10.4018912529551,19.5168271521956,9.36807703305389,,,2019-07-25T00:00:00,111.25,,,
455,2018-10-08,2019-08-27,1.5,4.0,11,5,1,1,DFW SEL 0066,2019-06-04T00:00:00,,76.9,56.0,9.84759671746775,17.4427056275833,9.76791515144663,,,2019-07-30T00:00:00,89.75,,,
456,2018-10-08,2019-08-27,1.5,4.0,11,6,1,1,PW729-55-3-21-Q6B-AGDM-W,2019-06-07T00:00:00,18.2075133841334,76.2,48.0,9.82248520710059,17.8384809303934,8.56247084658886,199.0,47.0271292182626,2019-07-25T00:00:00,110.0,430.274916914013,1.99,9.64504253754451
457,2018-10-08,2019-08-27,1.5,4.0,11,7,1,1,PW352-26-4-14-Q2A-GFR-W,2019-06-07T00:00:00,18.0936765848918,76.0,53.0,9.63139120095124,16.1540420742804,8.56164229936859,236.1,47.3184223184223,2019-07-30T00:00:00,118.25,362.627797516671,2.361,9.5320342855232
458,2018-10-08,2019-08-27,1.5,4.0,11,8,1,1,PxW141-7-14-93-10,2019-06-07T00:00:00,,75.6,45.0,9.67741935483872,20.1118503444602,9.05033265500708,,,2019-07-22T00:00:00,109.25,,,
459,2018-10-08,2019-08-27,1.5,4.0,11,9,1,1,PW292-93-7-13-Q1B-MATU-W,2019-06-07T00:00:00,,75.9,53.0,10.0710900473934,16.6543367864302,8.82679849680803,,,2019-07-30T00:00:00,106.5,,,
460,2018-10-08,2019-08-27,1.5,4.0,11,10,1,1,PW292-25-6-18-Q2A-MATU-P,2019-06-03T00:00:00,,76.6,52.0,9.66981132075472,18.1558940249216,9.44106489295921,,,2019-07-25T00:00:00,106.0,,,
461,2018-10-08,2019-08-27,1.5,4.0,11,11,1,1,PxW141-7-16-26-19,2019-06-07T00:00:00,,70.4,48.0,16.0905840286055,18.6722284007248,8.96266963234789,,,2019-07-25T00:00:00,111.75,,,
462,2018-10-08,2019-08-27,1.5,4.0,11,12,1,1,PW292-9-5-10-Q4B-GFPTT-W,2019-06-07T00:00:00,18.4042924862508,69.8,45.0,15.8021712907117,19.135995712297,8.61119807053365,205.9,46.7890742171522,2019-07-22T00:00:00,120.25,418.222344367831,2.059,9.79309441571714
463,2018-10-08,2019-08-27,1.5,4.0,11,13,1,1,PW468-10-1-5-Q2A-NDVI-W,2019-06-07T00:00:00,17.1100188503988,71.1,53.0,16.2544169611308,15.0385513677817,7.9704322249243,202.2,46.583421646777,2019-07-30T00:00:00,120.0,394.185569976474,2.022,9.13958662547452
464,2018-10-08,2019-08-27,1.5,4.0,11,14,1,1,PW729-55-3-6-Q6B-AGDM-P,2019-06-07T00:00:00,17.9611107604114,71.0,45.0,16.0756501182033,19.1643891545918,8.62397511956632,206.3,48.0147093050319,2019-07-22T00:00:00,110.5,418.030786212618,2.063,9.33713564084504
465,2018-10-08,2019-08-27,1.5,4.0,11,15,1,1,DHF1-355UT,2019-06-07T00:00:00,,72.0,53.0,14.9940968122786,11.9585006406326,6.33800533953526,,,2019-07-30T00:00:00,92.5,,,
496,2018-10-08,2019-08-27,1.5,4.0,12,1,1,1,Paragon,2019-06-07T00:00:00,,75.0,53.0,10.7142857142857,16.6656453736354,8.83279204802677,,,2019-07-30T00:00:00,105.75,,,
497,2018-10-08,2019-08-27,1.5,4.0,12,2,1,1,PW292-9-5-15-Q4B-GFPTT-P,2019-06-14T00:00:00,20.491381141362,75.5,46.0,10.86186540732,19.7192229386938,9.07084255179915,164.3,44.2666235585731,2019-07-30T00:00:00,110.5,552.090234436954,1.643,11.4205385895628
498,2018-10-08,2019-08-27,1.5,4.0,12,3,1,1,PW729-55-3-1-Q6B-AGDM-W,2019-06-07T00:00:00,17.538087244063,74.0,48.0,10.6280193236715,17.210035973167,8.26081726712014,193.1,47.1021563079325,2019-07-25T00:00:00,109.75,427.799962046615,1.931,9.2772699769429
499,2018-10-08,2019-08-27,1.5,4.0,12,4,1,1,PW034-66-6-10-Q7A-LODG-W,2019-06-03T00:00:00,,76.2,57.0,10.2473498233216,17.1908771577593,9.79879997992278,,,2019-07-30T00:00:00,113.25,,,
500,2018-10-08,2019-08-27,1.5,4.0,12,5,1,1,PW141-41-2-14-Q5B-NDVI-W,2019-06-07T00:00:00,18.2178608050925,75.1,53.0,9.84393757503002,15.848191122111,8.39954129471885,197.5,46.1060789989728,2019-07-30T00:00:00,117.0,425.293230112347,1.975,9.81831951037364
501,2018-10-08,2019-08-27,1.5,4.0,12,6,1,1,PW468-10-1-17-Q2A-NDVI-W,2019-06-07T00:00:00,18.9169958916727,75.9,53.0,9.64285714285714,16.1430439820065,8.55581331046345,221.6,45.2281818923994,2019-07-30T00:00:00,115.5,386.092658414415,2.216,10.3611825812093
502,2018-10-08,2019-08-27,1.5,4.0,12,7,1,1,PW292-22-9-1-Q3A-COMSTR-W,2019-06-07T00:00:00,18.5622288530694,76.4,42.0,9.79929161747343,20.5921669424214,8.64871011581697,182.3,46.5930583243879,2019-07-19T00:00:00,115.25,474.421838497914,1.823,9.91351873725241
503,2018-10-08,2019-08-27,1.5,4.0,12,8,1,1,PW352-26-2-15-Q5D-MATU-W,2019-06-14T00:00:00,,76.5,46.0,9.36018957345972,16.0152839510544,7.36703061748503,,,2019-07-30T00:00:00,122.25,,,
504,2018-10-08,2019-08-27,1.5,4.0,12,9,1,1,PW352-23-1-21-Q1A-MATU-P,2019-06-07T00:00:00,,76.8,53.0,9.21985815602837,16.9490832724058,8.9830141343751,,,2019-07-30T00:00:00,111.25,,,
505,2018-10-08,2019-08-27,1.5,4.0,12,10,1,1,PxW141-7-16-25-02,2019-06-07T00:00:00,,76.4,45.0,9.79929161747343,20.8632722469049,9.38847251110719,,,2019-07-22T00:00:00,112.75,,,
506,2018-10-08,2019-08-27,1.5,4.0,12,11,1,1,PW352-23-3-4-Q4B-MATU-W,2019-06-03T00:00:00,,73.1,52.0,16.1697247706422,17.7569674465523,9.23362307220719,,,2019-07-25T00:00:00,103.25,,,
507,2018-10-08,2019-08-27,1.5,4.0,12,12,1,1,PW352-23-3-9-Q4B-MATU-P,2019-06-07T00:00:00,,71.0,48.0,16.2735849056604,18.9611046222897,9.10133021869907,,,2019-07-25T00:00:00,115.5,,,
508,2018-10-08,2019-08-27,1.5,4.0,12,13,1,1,PW468-12-2-19-Q1A-MATU-P,2019-06-07T00:00:00,,71.8,53.0,16.3170163170163,18.0584634127871,9.57098560877716,,,2019-07-30T00:00:00,120.25,,,
509,2018-10-08,2019-08-27,1.5,4.0,12,14,1,1,PW729-36-4-2-Q2B-MILDS-W,2019-06-03T00:00:00,,70.3,57.0,15.6062424969988,16.2946259762311,9.28793680645174,,,2019-07-30T00:00:00,105.25,,,
510,2018-10-08,2019-08-27,1.5,4.0,12,15,1,1,DHF1-202,2019-06-07T00:00:00,,70.9,48.0,16.3915094339623,16.2007507225906,7.7763603468435,,,2019-07-25T00:00:00,104.0,,,
541,2018-10-08,2019-08-27,1.5,4.0,13,1,1,1,PW468-84-4-8-Q5A-NDRE-P,2019-06-07T00:00:00,,75.8,53.0,10.2958579881657,16.7326423429863,8.86830044178276,,,2019-07-30T00:00:00,113.0,,,
542,2018-10-08,2019-08-27,1.5,4.0,13,2,1,1,DHF1-16,2019-06-11T00:00:00,,74.9,44.0,11.0451306413302,10.1075130477056,4.44730574099048,,,2019-07-25T00:00:00,131.0,,,
543,2018-10-08,2019-08-27,1.5,4.0,13,3,1,1,PW468-84-4-6-Q5A-NDRE-P,2019-06-07T00:00:00,,75.4,53.0,10.6635071090047,15.0538387462759,7.97853453552621,,,2019-07-30T00:00:00,116.5,,,
544,2018-10-08,2019-08-27,1.5,4.0,13,4,1,1,Paragon,2019-06-07T00:00:00,,75.9,53.0,9.96441281138789,16.7855506602876,8.89634184995242,,,2019-07-30T00:00:00,103.0,,,
545,2018-10-08,2019-08-27,1.5,4.0,13,5,1,1,PW468-84-4-5-Q5A-NDRE-W,2019-06-07T00:00:00,,76.1,53.0,10.1534828807556,14.9173339127259,7.90618697374475,,,2019-07-30T00:00:00,112.75,,,
546,2018-10-08,2019-08-27,1.5,4.0,13,6,1,1,PW141-80-3-9-Q5A-MATU-P,2019-06-07T00:00:00,,75.3,53.0,9.71223021582735,18.2073369664647,9.64988859222631,,,2019-07-30T00:00:00,117.5,,,
547,2018-10-08,2019-08-27,1.5,4.0,13,7,1,1,PxW141-7-16-26-02,2019-06-07T00:00:00,,77.0,53.0,9.19811320754717,17.845650495166,9.45819476243796,,,2019-07-30T00:00:00,112.5,,,
548,2018-10-08,2019-08-27,1.5,4.0,13,8,1,1,Siskin,2019-06-07T00:00:00,,76.7,48.0,9.55188679245282,23.262579390059,11.1660381072283,,,2019-07-25T00:00:00,75.25,,,
549,2018-10-08,2019-08-27,1.5,4.0,13,9,1,1,PW468-12-4-9-Q1A-LODG-P,2019-06-03T00:00:00,,76.4,57.0,9.47867298578199,16.1732025260521,9.2187254398497,,,2019-07-30T00:00:00,110.75,,,
550,2018-10-08,2019-08-27,1.5,4.0,13,10,1,1,PW141-31-2-4-Q3B-MATU-W,2019-06-07T00:00:00,,76.7,48.0,9.76470588235294,19.0660528883666,9.15170538641596,,,2019-07-25T00:00:00,113.0,,,
551,2018-10-08,2019-08-27,1.5,4.0,13,11,1,1,PW352-26-4-17-Q2A-GFR-P,2019-06-07T00:00:00,20.0309548652039,70.6,53.0,16.9411764705882,17.0127772314497,9.01677193266835,184.0,45.0141892553087,2019-07-30T00:00:00,121.25,490.04195286241,1.84,11.0141829325355
552,2018-10-08,2019-08-27,1.5,4.0,13,12,1,1,DFW SEL 0069,2019-06-07T00:00:00,20.5172283704405,66.9,53.0,19.0072639225182,18.6008686525486,9.85846038585076,142.4,48.049669321096,2019-07-30T00:00:00,83.0,692.307611365924,1.424,10.6587679845898
553,2018-10-08,2019-08-27,1.5,4.0,13,13,1,1,PW292-67-1-11-Q3B-MATU-W,2019-06-07T00:00:00,,72.0,53.0,15.7894736842105,17.2340837182077,9.13406437065008,,,2019-07-30T00:00:00,119.75,,,
554,2018-10-08,2019-08-27,1.5,4.0,13,14,1,1,PW729-36-4-4-Q2B-MILDS-P,2019-06-03T00:00:00,,71.8,52.0,15.6286721504113,16.3514038817308,8.50273001850004,,,2019-07-25T00:00:00,113.75,,,
555,2018-10-08,2019-08-27,1.5,4.0,13,15,1,1,PW468-12-4-8-Q1A-LODG-W,2019-06-03T00:00:00,,73.8,57.0,12.5592417061611,15.8422213536912,9.030066171604,,,2019-07-30T00:00:00,117.75,,,
586,2018-10-08,2019-08-27,1.5,4.0,14,1,1,1,DHF1-198UT,2019-06-07T00:00:00,,75.8,42.0,10.6132075471698,9.91413209884501,4.16393548151491,,,2019-07-19T00:00:00,98.25,,,
587,2018-10-08,2019-08-27,1.5,4.0,14,2,1,1,PW292-93-7-16-Q1B-MATU-P,2019-06-07T00:00:00,,74.9,53.0,10.8333333333333,16.8023748467287,8.9052586687662,,,2019-07-30T00:00:00,122.0,,,
588,2018-10-08,2019-08-27,1.5,4.0,14,3,1,1,PW468-21-2-10-Q2D-DTAD-P,2019-06-07T00:00:00,,75.6,42.0,10.4265402843602,19.0720863295259,8.01027625840088,,,2019-07-19T00:00:00,116.5,,,
589,2018-10-08,2019-08-27,1.5,4.0,14,4,1,1,PW352-26-4-3-Q2A-GFR-W,2019-06-07T00:00:00,18.1172485066001,75.4,53.0,10.5575326215896,15.3750788656914,8.14879179881644,199.1,44.9780870193828,2019-07-30T00:00:00,125.25,409.281356043016,1.991,9.96845670778369
590,2018-10-08,2019-08-27,1.5,4.0,14,5,1,1,DHF1-191,2019-06-07T00:00:00,,76.3,53.0,9.59715639810428,13.9084827396447,7.37149585201168,,,2019-07-30T00:00:00,123.25,,,
591,2018-10-08,2019-08-27,1.5,4.0,14,6,1,1,PxW141-7-11-74-17,2019-06-07T00:00:00,,75.9,53.0,9.85748218527316,16.7251410406558,8.86432475154759,,,2019-07-30T00:00:00,106.75,,,
592,2018-10-08,2019-08-27,1.5,4.0,14,7,1,1,PW468-21-2-7-Q2D-DTAD-P,2019-06-07T00:00:00,,76.1,42.0,10.0472813238771,19.9650426068918,8.38531789489456,,,2019-07-19T00:00:00,111.75,,,
593,2018-10-08,2019-08-27,1.5,4.0,14,8,1,1,PW729-36-4-11-Q2B-MILDS-W,2019-06-03T00:00:00,,75.9,57.0,9.64285714285714,15.3804614544596,8.76686302904195,,,2019-07-30T00:00:00,102.25,,,
594,2018-10-08,2019-08-27,1.5,4.0,14,9,1,1,PW352-26-5-1-Q2A-DTMA-P,2019-06-07T00:00:00,,76.2,48.0,10.1415094339623,17.7655470200217,8.52746256961041,,,2019-07-25T00:00:00,110.25,,,
595,2018-10-08,2019-08-27,1.5,4.0,14,10,1,1,PW141-31-2-6-Q3B-MATU-P,2019-06-07T00:00:00,,76.9,53.0,9.52941176470588,16.7479328282648,8.87640439898034,,,2019-07-30T00:00:00,106.5,,,
596,2018-10-08,2019-08-27,1.5,4.0,14,11,1,1,PW292-9-5-8-Q4B-GFPTT-W,2019-06-07T00:00:00,18.8372024267334,71.5,45.0,15.4846335697399,19.1514807897896,8.61816635540532,209.2,45.7507763635568,2019-07-22T00:00:00,115.0,411.958238786105,2.092,10.2190360713281
597,2018-10-08,2019-08-27,1.5,4.0,14,12,1,1,PW292-22-9-16-Q3A-COMSTR-P,2019-06-07T00:00:00,20.3368369843612,71.4,42.0,16.8800931315483,21.7180155415544,9.12156652745283,169.3,44.852434695067,2019-07-19T00:00:00,111.25,538.781247929878,1.693,11.2152704569083
598,2018-10-08,2019-08-27,1.5,4.0,14,13,1,1,Paragon,2019-06-07T00:00:00,,71.8,53.0,15.6286721504113,16.765652301612,8.88579571985433,,,2019-07-30T00:00:00,107.0,,,
599,2018-10-08,2019-08-27,1.5,4.0,14,14,1,1,PW352-3-7-19-Q2D-MATU-P,2019-06-07T00:00:00,,72.2,53.0,15.7526254375729,15.8774798738844,8.41506433315874,,,2019-07-30T00:00:00,112.25,,,
600,2018-10-08,2019-08-27,1.5,4.0,14,15,1,1,PW292-22-9-7-Q3A-COMSTR-W,2019-06-05T00:00:00,17.4820936966219,71.2,50.0,15.5397390272835,16.2830450311472,8.14152251557361,181.7,46.5706376871027,2019-07-25T00:00:00,113.5,448.074987098162,1.817,9.34057118104828
631,2018-10-08,2019-08-27,1.5,4.0,15,1,1,1,DHF1-329UT,2019-06-07T00:00:00,,74.9,53.0,11.0451306413302,13.0646350990717,6.92425660250802,,,2019-07-30T00:00:00,103.75,,,
632,2018-10-08,2019-08-27,1.5,4.0,15,2,1,1,PW352-26-5-20-Q2A-DTMA-W,2019-06-07T00:00:00,,75.5,53.0,10.6508875739645,16.8168450874932,8.91292789637138,,,2019-07-30T00:00:00,115.25,,,
