Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,GMoi_E_pct,GY_Calc_tha corrected,GY_M_kgPlot,Hd_date_ymd,Hd_dto_day,PH_M_cm
263,2017-10-13,2018-07-27,1.5,4.0,2,30,1,30,WL0257,,,,,,90.0
264,2017-10-13,2018-07-27,1.5,4.0,3,30,2,30,WL0257,11.51,9.47,10.92,2018-06-01T00:00:00,31.0,89.0
265,2017-10-13,2018-07-27,1.5,4.0,4,30,1,30,WL0258,,,,,,89.0
266,2017-10-13,2018-07-27,1.5,4.0,5,30,2,30,WL0258,10.17,10.22,11.6,2018-06-03T00:00:00,33.0,89.0
267,2017-10-13,2018-07-27,1.5,4.0,6,30,1,30,WL0263,,,,,,81.0
268,2017-10-13,2018-07-27,1.5,4.0,7,30,2,30,WL0263,9.62,10.07,11.37,2018-05-31T00:00:00,30.0,77.0
269,2017-10-13,2018-07-27,1.5,4.0,8,30,1,30,WL0264,,,,,,83.0
270,2017-10-13,2018-07-27,1.5,4.0,9,30,2,30,WL0264,8.68,10.21,11.4,2018-06-01T00:00:00,31.0,80.0
271,2017-10-13,2018-07-27,1.5,4.0,1,31,2,31,W10275,14.57,4.3,5.13,,,64.0
272,2017-10-13,2018-07-27,1.5,4.0,2,31,1,31,WL0266,,,,,,82.0
273,2017-10-13,2018-07-27,1.5,4.0,3,31,2,31,WL0266,11.47,9.49,10.93,2018-05-31T00:00:00,30.0,86.0
274,2017-10-13,2018-07-27,1.5,4.0,4,31,1,31,WL0267,,,,,,82.0
275,2017-10-13,2018-07-27,1.5,4.0,5,31,2,31,WL0267,11.78,9.76,11.29,2018-06-01T00:00:00,31.0,82.0
276,2017-10-13,2018-07-27,1.5,4.0,6,31,1,31,WL0269,,,,,,81.0
277,2017-10-13,2018-07-27,1.5,4.0,7,31,2,31,WL0269,12.1,9.85,11.43,2018-06-01T00:00:00,31.0,82.0
278,2017-10-13,2018-07-27,1.5,4.0,8,31,1,31,WL0270,,,,,,88.0
279,2017-10-13,2018-07-27,1.5,4.0,9,31,2,31,WL0270,12.73,10.52,12.3,2018-06-01T00:00:00,31.0,85.0
280,2017-10-13,2018-07-27,1.5,4.0,1,32,2,32,W10275,14.02,3.94,4.67,,,62.0
281,2017-10-13,2018-07-27,1.5,4.0,2,32,1,32,WL0273,,,,,,84.0
282,2017-10-13,2018-07-27,1.5,4.0,3,32,2,32,WL0273,13.35,9.51,11.19,2018-05-30T00:00:00,29.0,82.0
283,2017-10-13,2018-07-27,1.5,4.0,4,32,1,32,WL0274,,,,,,83.0
284,2017-10-13,2018-07-27,1.5,4.0,5,32,2,32,WL0274,13.71,9.71,11.48,2018-05-31T00:00:00,30.0,82.0
285,2017-10-13,2018-07-27,1.5,4.0,6,32,1,32,WL0275,,,,,,85.0
286,2017-10-13,2018-07-27,1.5,4.0,7,32,2,32,WL0275,12.14,9.66,11.22,2018-05-29T00:00:00,28.0,85.0
287,2017-10-13,2018-07-27,1.5,4.0,8,32,1,32,WL0276,,,,,,92.0
288,2017-10-13,2018-07-27,1.5,4.0,9,32,2,32,WL0276,12.96,10.78,12.63,2018-05-29T00:00:00,28.0,87.0
289,2017-10-13,2018-07-27,1.5,4.0,1,33,2,33,W10275,13.79,3.69,4.36,,,63.0
290,2017-10-13,2018-07-27,1.5,4.0,2,33,1,33,WL0277,,,,,,88.0
291,2017-10-13,2018-07-27,1.5,4.0,3,33,2,33,WL0277,13.79,9.13,10.8,2018-05-31T00:00:00,30.0,83.0
292,2017-10-13,2018-07-27,1.5,4.0,4,33,1,33,WL0278,,,,,,90.0
293,2017-10-13,2018-07-27,1.5,4.0,5,33,2,33,WL0278,13.94,10.5,12.45,2018-06-01T00:00:00,31.0,86.0
294,2017-10-13,2018-07-27,1.5,4.0,6,33,1,33,WL0279,,,,,,93.0
295,2017-10-13,2018-07-27,1.5,4.0,7,33,2,33,WL0279,13.08,10.73,12.59,2018-05-29T00:00:00,28.0,87.0
296,2017-10-13,2018-07-27,1.5,4.0,8,33,1,33,WL0280,,,,,,90.0
297,2017-10-13,2018-07-27,1.5,4.0,9,33,2,33,WL0280,14.1,11.18,13.27,2018-05-31T00:00:00,30.0,86.0
298,2017-10-13,2018-07-27,1.5,4.0,1,34,2,34,W10275,13.28,3.49,4.1,,,62.0
299,2017-10-13,2018-07-27,1.5,4.0,2,34,1,34,WL0281,,,,,,82.0
300,2017-10-13,2018-07-27,1.5,4.0,3,34,2,34,WL0281,13.2,8.32,9.78,2018-05-31T00:00:00,30.0,86.0
301,2017-10-13,2018-07-27,1.5,4.0,4,34,1,34,WL0282,,,,,,76.0
302,2017-10-13,2018-07-27,1.5,4.0,5,34,2,34,WL0282,13.59,10.22,12.06,2018-05-28T00:00:00,27.0,82.0
303,2017-10-13,2018-07-27,1.5,4.0,6,34,1,34,WL0283,,,,,,82.0
304,2017-10-13,2018-07-27,1.5,4.0,7,34,2,34,WL0283,13.31,10.09,11.87,2018-05-28T00:00:00,27.0,80.0
305,2017-10-13,2018-07-27,1.5,4.0,8,34,1,34,WL0284,,,,,,82.0
306,2017-10-13,2018-07-27,1.5,4.0,9,34,2,34,WL0284,13.24,10.45,12.28,2018-05-27T00:00:00,26.0,76.0
307,2017-10-13,2018-07-27,1.5,4.0,1,35,2,35,W10275,13.08,3.5,4.11,,,59.0
308,2017-10-13,2018-07-27,1.5,4.0,2,35,1,35,WL0285,,,,,,74.0
309,2017-10-13,2018-07-27,1.5,4.0,3,35,2,35,WL0285,13.16,8.31,9.76,2018-05-27T00:00:00,26.0,75.0
310,2017-10-13,2018-07-27,1.5,4.0,4,35,1,35,WL0286,,,,,,80.0
311,2017-10-13,2018-07-27,1.5,4.0,5,35,2,35,WL0286,14.26,10.23,12.17,2018-05-28T00:00:00,27.0,79.0
312,2017-10-13,2018-07-27,1.5,4.0,6,35,1,35,WL0287,,,,,,82.0
313,2017-10-13,2018-07-27,1.5,4.0,7,35,2,35,WL0287,13.35,10.18,11.98,2018-05-28T00:00:00,27.0,79.0
314,2017-10-13,2018-07-27,1.5,4.0,8,35,1,35,WL0288,,,,,,88.0
315,2017-10-13,2018-07-27,1.5,4.0,9,35,2,35,WL0288,14.89,10.86,13.02,2018-05-30T00:00:00,29.0,84.0
316,2017-10-13,2018-07-27,1.5,4.0,1,36,2,36,W10275,12.8,3.48,4.07,,,58.0
317,2017-10-13,2018-07-27,1.5,4.0,2,36,1,36,WL0289,,,,,,80.0
318,2017-10-13,2018-07-27,1.5,4.0,3,36,2,36,WL0289,12.69,8.34,9.74,2018-05-29T00:00:00,28.0,84.0
319,2017-10-13,2018-07-27,1.5,4.0,4,36,1,36,WL0290,,,,,,83.0
320,2017-10-13,2018-07-27,1.5,4.0,5,36,2,36,WL0290,13.39,9.66,11.38,2018-05-29T00:00:00,28.0,83.0
321,2017-10-13,2018-07-27,1.5,4.0,6,36,1,36,WL0291,,,,,,81.0
322,2017-10-13,2018-07-27,1.5,4.0,7,36,2,36,WL0291,13.31,10.26,12.07,2018-05-30T00:00:00,29.0,83.0
323,2017-10-13,2018-07-27,1.5,4.0,8,36,1,36,WL0292,,,,,,87.0
324,2017-10-13,2018-07-27,1.5,4.0,9,36,2,36,WL0292,14.06,10.68,12.67,2018-05-28T00:00:00,27.0,88.0
325,2017-10-13,2018-07-27,1.5,4.0,1,37,2,37,W10275,12.37,3.44,4.0,,,61.0
326,2017-10-13,2018-07-27,1.5,4.0,2,37,1,37,WL0293,,,,,,86.0
327,2017-10-13,2018-07-27,1.5,4.0,3,37,2,37,WL0293,12.92,8.18,9.58,2018-05-27T00:00:00,26.0,88.0
328,2017-10-13,2018-07-27,1.5,4.0,4,37,1,37,WL0294,,,,,,86.0
329,2017-10-13,2018-07-27,1.5,4.0,5,37,2,37,WL0294,13.35,9.06,10.67,2018-05-28T00:00:00,27.0,83.0
330,2017-10-13,2018-07-27,1.5,4.0,6,37,1,37,WL0295,,,,,,82.0
331,2017-10-13,2018-07-27,1.5,4.0,7,37,2,37,WL0295,13.51,9.89,11.66,2018-05-28T00:00:00,27.0,87.0
332,2017-10-13,2018-07-27,1.5,4.0,8,37,1,37,WL0297,,,,,,105.0
333,2017-10-13,2018-07-27,1.5,4.0,9,37,2,37,WL0297,14.1,10.71,12.72,2018-05-29T00:00:00,28.0,98.0
334,2017-10-13,2018-07-27,1.5,4.0,1,38,2,38,W10275,12.14,3.25,3.77,,,59.0
335,2017-10-13,2018-07-27,1.5,4.0,2,38,1,38,WL0298,,,,,,92.0
336,2017-10-13,2018-07-27,1.5,4.0,3,38,2,38,WL0298,11.51,7.82,9.01,2018-05-29T00:00:00,28.0,92.0
337,2017-10-13,2018-07-27,1.5,4.0,4,38,1,38,WL0299,,,,,,96.0
338,2017-10-13,2018-07-27,1.5,4.0,5,38,2,38,WL0299,14.49,10.19,12.15,2018-05-29T00:00:00,28.0,100.0
339,2017-10-13,2018-07-27,1.5,4.0,6,38,1,38,WL0300,,,,,,99.0
340,2017-10-13,2018-07-27,1.5,4.0,7,38,2,38,WL0300,13.94,9.99,11.84,2018-05-28T00:00:00,27.0,101.0
341,2017-10-13,2018-07-27,1.5,4.0,8,38,1,38,WL0301,,,,,,104.0
342,2017-10-13,2018-07-27,1.5,4.0,9,38,2,38,WL0301,14.49,10.57,12.61,2018-05-28T00:00:00,27.0,107.0
343,2017-10-13,2018-07-27,1.5,4.0,1,39,2,39,W10275,12.25,3.24,3.77,,,62.0
344,2017-10-13,2018-07-27,1.5,4.0,2,39,1,39,WL0303,,,,,,95.0
345,2017-10-13,2018-07-27,1.5,4.0,3,39,2,39,WL0303,12.8,7.86,9.19,2018-05-28T00:00:00,27.0,83.0
346,2017-10-13,2018-07-27,1.5,4.0,4,39,1,39,WL0305,,,,,,85.0
347,2017-10-13,2018-07-27,1.5,4.0,5,39,2,39,WL0305,13.28,10.09,11.87,2018-05-30T00:00:00,29.0,83.0
348,2017-10-13,2018-07-27,1.5,4.0,6,39,1,39,WL0306,,,,,,90.0
349,2017-10-13,2018-07-27,1.5,4.0,7,39,2,39,WL0306,13.83,10.43,12.35,2018-05-29T00:00:00,28.0,93.0
350,2017-10-13,2018-07-27,1.5,4.0,8,39,1,39,WL0307,,,,,,92.0
351,2017-10-13,2018-07-27,1.5,4.0,9,39,2,39,WL0307,13.51,10.33,12.18,2018-05-29T00:00:00,28.0,89.0
352,2017-10-13,2018-07-27,1.5,4.0,1,40,1,40,CIM49,12.18,2.51,2.92,2018-05-16T00:00:00,15.0,70.0
353,2017-10-13,2018-07-27,1.5,4.0,2,40,1,40,WL0308,,,,,,88.0
354,2017-10-13,2018-07-27,1.5,4.0,3,40,2,40,WL0308,11.11,7.87,9.03,2018-05-30T00:00:00,29.0,91.0
355,2017-10-13,2018-07-27,1.5,4.0,4,40,1,40,WL0309,,,,,,87.0
356,2017-10-13,2018-07-27,1.5,4.0,5,40,2,40,WL0309,11.86,9.92,11.48,2018-05-28T00:00:00,27.0,86.0
357,2017-10-13,2018-07-27,1.5,4.0,6,40,1,40,WL0310,,,,,,93.0
358,2017-10-13,2018-07-27,1.5,4.0,7,40,2,40,WL0310,11.31,9.07,10.43,2018-05-28T00:00:00,27.0,94.0
359,2017-10-13,2018-07-27,1.5,4.0,8,40,1,40,WL0311,,,,,,82.0
360,2017-10-13,2018-07-27,1.5,4.0,9,40,2,40,WL0311,11.59,1.24,1.43,2018-05-28T00:00:00,27.0,87.0
361,2017-10-13,2018-07-27,1.5,4.0,1,41,1,41,PxCIM49-167,10.84,2.82,3.23,2018-05-20T00:00:00,19.0,63.0
362,2017-10-13,2018-07-27,1.5,4.0,2,41,2,41,W10074,,,,,,77.0
363,2017-10-13,2018-07-27,1.5,4.0,3,41,2,41,W10074,10.88,7.67,8.78,2018-05-31T00:00:00,30.0,81.0
364,2017-10-13,2018-07-27,1.5,4.0,4,41,1,41,WL0312,,,,,,81.0
365,2017-10-13,2018-07-27,1.5,4.0,5,41,2,41,WL0312,12.8,10.06,11.77,2018-05-27T00:00:00,26.0,81.0
366,2017-10-13,2018-07-27,1.5,4.0,6,41,1,41,WL0313,,,,,,84.0
367,2017-10-13,2018-07-27,1.5,4.0,7,41,2,41,WL0313,13.63,9.59,11.33,2018-05-29T00:00:00,28.0,84.0
368,2017-10-13,2018-07-27,1.5,4.0,8,41,1,41,WL0314,,,,,,87.0
369,2017-10-13,2018-07-27,1.5,4.0,9,41,2,41,WL0314,14.69,10.53,12.59,2018-05-28T00:00:00,27.0,87.0
370,2017-10-13,2018-07-27,1.5,4.0,1,42,1,42,PxCIM49-187,10.88,3.3,3.78,2018-05-19T00:00:00,18.0,67.0
371,2017-10-13,2018-07-27,1.5,4.0,2,42,1,42,WL0315,,,,,,75.0
372,2017-10-13,2018-07-27,1.5,4.0,3,42,2,42,WL0315,11.07,7.86,9.02,2018-05-28T00:00:00,27.0,81.0
373,2017-10-13,2018-07-27,1.5,4.0,4,42,1,42,WL0316,,,,,,81.0
374,2017-10-13,2018-07-27,1.5,4.0,5,42,2,42,WL0316,12.84,9.31,10.89,2018-05-30T00:00:00,29.0,85.0
375,2017-10-13,2018-07-27,1.5,4.0,6,42,1,42,WL0317,,,,,,81.0
376,2017-10-13,2018-07-27,1.5,4.0,7,42,2,42,WL0317,14.42,8.53,10.17,2018-05-29T00:00:00,28.0,85.0
377,2017-10-13,2018-07-27,1.5,4.0,8,42,1,42,WL0318,,,,,,77.0
378,2017-10-13,2018-07-27,1.5,4.0,9,42,2,42,WL0318,14.85,9.24,11.07,2018-05-29T00:00:00,28.0,79.0
379,2017-10-13,2018-07-27,1.5,4.0,1,43,2,43,CIM49,12.57,3.23,3.77,2018-05-16T00:00:00,15.0,72.0
380,2017-10-13,2018-07-27,1.5,4.0,2,43,1,43,WL0319,,,,,,80.0
381,2017-10-13,2018-07-27,1.5,4.0,3,43,2,43,WL0319,12.29,7.67,8.92,2018-05-30T00:00:00,29.0,77.0
382,2017-10-13,2018-07-27,1.5,4.0,4,43,1,43,WL0320,,,,,,82.0
383,2017-10-13,2018-07-27,1.5,4.0,5,43,2,43,WL0320,14.34,8.84,10.53,2018-06-04T00:00:00,34.0,84.0
384,2017-10-13,2018-07-27,1.5,4.0,6,43,1,43,WL0321,,,,,,81.0
385,2017-10-13,2018-07-27,1.5,4.0,7,43,2,43,WL0321,12.25,8.55,9.94,2018-05-29T00:00:00,28.0,77.0
386,2017-10-13,2018-07-27,1.5,4.0,8,43,1,43,WL0322,,,,,,80.0
387,2017-10-13,2018-07-27,1.5,4.0,9,43,2,43,WL0322,11.31,9.05,10.41,2018-05-30T00:00:00,29.0,79.0
388,2017-10-13,2018-07-27,1.5,4.0,1,44,2,44,PxCIM49-167,11.27,3.58,4.12,2018-05-20T00:00:00,19.0,67.0
389,2017-10-13,2018-07-27,1.5,4.0,2,44,1,44,WL0323,,,,,,72.0
390,2017-10-13,2018-07-27,1.5,4.0,3,44,2,44,WL0323,10.09,8.25,9.36,2018-05-28T00:00:00,27.0,75.0
391,2017-10-13,2018-07-27,1.5,4.0,4,44,1,44,WL0324,,,,,,84.0
392,2017-10-13,2018-07-27,1.5,4.0,5,44,2,44,WL0324,13.08,9.52,11.17,2018-05-29T00:00:00,28.0,85.0
393,2017-10-13,2018-07-27,1.5,4.0,6,44,1,44,WL0325,,,,,,74.0
394,2017-10-13,2018-07-27,1.5,4.0,7,44,2,44,WL0325,12.61,9.44,11.02,2018-05-29T00:00:00,28.0,73.0
395,2017-10-13,2018-07-27,1.5,4.0,8,44,1,44,WL0326,,,,,,78.0
396,2017-10-13,2018-07-27,1.5,4.0,9,44,2,44,WL0326,13.16,9.51,11.17,2018-05-31T00:00:00,30.0,77.0
397,2017-10-13,2018-07-27,1.5,4.0,1,45,2,45,PxCIM49-187,11.39,3.41,3.92,2018-05-17T00:00:00,16.0,71.0
398,2017-10-13,2018-07-27,1.5,4.0,2,45,2,45,WL0306,,,,,,75.0
399,2017-10-13,2018-07-27,1.5,4.0,3,45,2,45,WL0306,11.07,8.46,9.7,2018-05-28T00:00:00,27.0,78.0
400,2017-10-13,2018-07-27,1.5,4.0,4,45,2,45,WL0307,,,,,,84.0
401,2017-10-13,2018-07-27,1.5,4.0,5,45,2,45,WL0307,12.65,9.15,10.69,2018-05-30T00:00:00,29.0,80.0
402,2017-10-13,2018-07-27,1.5,4.0,6,45,2,45,WL0308,,,,,,88.0
403,2017-10-13,2018-07-27,1.5,4.0,7,45,2,45,WL0308,14.69,9.91,11.85,2018-05-30T00:00:00,29.0,90.0
404,2017-10-13,2018-07-27,1.5,4.0,8,45,2,45,WL0309,,,,,,83.0
405,2017-10-13,2018-07-27,1.5,4.0,9,45,2,45,WL0309,14.02,10.1,11.98,2018-05-31T00:00:00,30.0,80.0
406,2017-10-13,2018-07-27,1.5,4.0,1,46,2,46,CIM49,12.88,3.06,3.58,2018-05-16T00:00:00,15.0,67.0
407,2017-10-13,2018-07-27,1.5,4.0,2,46,2,46,WL0310,,,,,,85.0
408,2017-10-13,2018-07-27,1.5,4.0,3,46,2,46,WL0310,11.62,8.9,10.27,2018-05-29T00:00:00,28.0,80.0
409,2017-10-13,2018-07-27,1.5,4.0,4,46,2,46,WL0311,,,,,,79.0
410,2017-10-13,2018-07-27,1.5,4.0,5,46,2,46,WL0311,12.02,9.72,11.27,2018-05-30T00:00:00,29.0,80.0
411,2017-10-13,2018-07-27,1.5,4.0,6,46,2,46,WL0312,,,,,,80.0
412,2017-10-13,2018-07-27,1.5,4.0,7,46,2,46,WL0312,13.31,10.4,12.24,2018-05-30T00:00:00,29.0,77.0
413,2017-10-13,2018-07-27,1.5,4.0,8,46,2,46,WL0314,,,,,,79.0
414,2017-10-13,2018-07-27,1.5,4.0,9,46,2,46,WL0314,11.59,8.7,10.04,2018-05-31T00:00:00,30.0,75.0
415,2017-10-13,2018-07-27,1.5,4.0,1,47,2,47,PxCIM49-167,11.66,3.4,3.92,2018-05-19T00:00:00,18.0,76.0
416,2017-10-13,2018-07-27,1.5,4.0,2,47,2,47,WL0315,,,,,,78.0
417,2017-10-13,2018-07-27,1.5,4.0,3,47,2,47,WL0315,10.29,8.28,9.41,2018-06-01T00:00:00,31.0,80.0
418,2017-10-13,2018-07-27,1.5,4.0,4,47,2,47,WL0316,,,,,,78.0
419,2017-10-13,2018-07-27,1.5,4.0,5,47,2,47,WL0316,12.33,9.12,10.61,2018-05-31T00:00:00,30.0,78.0
420,2017-10-13,2018-07-27,1.5,4.0,6,47,2,47,WL0317,,,,,,80.0
421,2017-10-13,2018-07-27,1.5,4.0,7,47,2,47,WL0317,12.84,9.9,11.59,2018-05-30T00:00:00,29.0,82.0
422,2017-10-13,2018-07-27,1.5,4.0,8,47,1,47,WL0321,,,,,,83.0
423,2017-10-13,2018-07-27,1.5,4.0,9,47,2,47,WL0321,13.75,10.12,11.97,2018-05-29T00:00:00,28.0,82.0
424,2017-10-13,2018-07-27,1.5,4.0,1,48,2,48,PxCIM49-187,11.86,3.38,3.91,2018-05-17T00:00:00,16.0,63.0
425,2017-10-13,2018-07-27,1.5,4.0,2,48,1,48,WL0322,,,,,,80.0
426,2017-10-13,2018-07-27,1.5,4.0,3,48,2,48,WL0322,11.94,9.1,10.54,2018-05-29T00:00:00,28.0,82.0
427,2017-10-13,2018-07-27,1.5,4.0,4,48,1,48,WL0323,,,,,,77.0
428,2017-10-13,2018-07-27,1.5,4.0,5,48,2,48,WL0323,13.28,9.77,11.49,2018-05-29T00:00:00,28.0,82.0
429,2017-10-13,2018-07-27,1.5,4.0,6,48,1,48,WL0324,,,,,,82.0
430,2017-10-13,2018-07-27,1.5,4.0,7,48,2,48,WL0324,14.14,10.17,12.08,2018-05-29T00:00:00,28.0,80.0
431,2017-10-13,2018-07-27,1.5,4.0,8,48,1,48,WL0326,,,,,,82.0
432,2017-10-13,2018-07-27,1.5,4.0,9,48,2,48,WL0326,14.34,10.65,12.68,2018-05-28T00:00:00,27.0,84.0
433,2017-10-13,2018-07-27,1.5,4.0,1,49,2,49,CIM49,13.08,2.99,3.51,2018-05-16T00:00:00,15.0,65.0
434,2017-10-13,2018-07-27,1.5,4.0,2,49,1,49,WL0327,,,,,,78.0
435,2017-10-13,2018-07-27,1.5,4.0,3,49,2,49,WL0327,11.39,8.81,10.14,2018-05-28T00:00:00,27.0,80.0
436,2017-10-13,2018-07-27,1.5,4.0,4,49,1,49,WM0010,,,,,,77.0
437,2017-10-13,2018-07-27,1.5,4.0,5,49,2,49,WM0010,13.59,9.92,11.71,2018-05-29T00:00:00,28.0,77.0
438,2017-10-13,2018-07-27,1.5,4.0,6,49,1,49,WM0011,,,,,,79.0
439,2017-10-13,2018-07-27,1.5,4.0,7,49,2,49,WM0011,13.2,10.39,12.21,2018-05-30T00:00:00,29.0,76.0
440,2017-10-13,2018-07-27,1.5,4.0,8,49,2,49,W10275,,,,,,60.0
441,2017-10-13,2018-07-27,1.5,4.0,9,49,2,49,W10275,14.53,10.33,12.33,,,61.0
